degradation,fold,level,method,runs,sample_accuracy_mean,sample_accuracy_std,sample_macro_f1_mean,sample_macro_f1_std,test_subjects,trial_accuracy_mean,trial_accuracy_std,trial_macro_f1_mean,trial_macro_f1_std
structured_realistic_clutter,loso_test_p1_val_p2,0.15,pointnet_gru,5,0.2442922374429224,0.04338743943023744,0.16288901856836585,0.03731840883943465,p1,0.28,0.03399346342395189,0.18390730906520383,0.036211431359139436
structured_realistic_clutter,loso_test_p1_val_p2,0.2,pointnet_gru,5,0.21599695585996956,0.044871637287742634,0.13048475724201208,0.03967678775289642,p1,0.24666666666666667,0.0541602560309064,0.14046020646020646,0.04912997716759008
structured_realistic_clutter,loso_test_p1_val_p2,0.3,pointnet_gru,5,0.16751902587519024,0.027920886129494258,0.08485801410320869,0.01744946060704386,p1,0.18,0.04521553322083512,0.08884404484404483,0.026381093417587483
point_missing,loso_test_p1_val_p2,0.0,pointnet_tcn,1,0.5642313546423136,0.0,0.5064937832317961,0.0,p1,0.5666666666666667,0.0,0.49023809523809525,0.0
point_missing,loso_test_p1_val_p2,0.1,pointnet_tcn,5,0.5534398782343988,0.0006014584416584062,0.4965312027601751,0.0006716156449041159,p1,0.5666666666666667,0.0,0.48520146520146523,0.0
point_missing,loso_test_p1_val_p2,0.2,pointnet_tcn,5,0.5402587519025875,0.0006145092614364409,0.483796220016856,0.0005612632009489212,p1,0.5666666666666667,0.0,0.48944388944388945,0.0037162932646680933
point_missing,loso_test_p1_val_p2,0.3,pointnet_tcn,5,0.5244748858447489,0.0006740209992537392,0.4688006501743292,0.0006901073310287476,p1,0.5333333333333333,0.0,0.47186813186813187,0.0
point_missing,loso_test_p1_val_p2,0.4,pointnet_tcn,5,0.5030060882800609,0.0006284877571404362,0.4471251230650318,0.0008544151688211394,p1,0.5333333333333333,0.0,0.47186813186813187,0.0
point_missing,loso_test_p1_val_p2,0.5,pointnet_tcn,5,0.47373668188736684,0.0007340733973691101,0.4153841373439929,0.0007381978547620796,p1,0.4666666666666667,0.0,0.38472527472527474,0.0
point_missing,loso_test_p1_val_p2,0.6,pointnet_tcn,5,0.4368797564687975,0.0009417789001102691,0.37128535592897693,0.0015318824294085474,p1,0.4666666666666667,0.0,0.38571428571428573,0.0
point_missing,loso_test_p1_val_p2,0.7,pointnet_tcn,5,0.39539573820395735,0.000674278734652566,0.3184663806276312,0.000830514697552757,p1,0.4,0.0,0.3072932330827068,0.0
coordinate_noise,loso_test_p1_val_p2,0.0,pointnet_tcn,1,0.5642313546423136,0.0,0.5064937832317961,0.0,p1,0.5666666666666667,0.0,0.49023809523809525,0.0
coordinate_noise,loso_test_p1_val_p2,0.01,pointnet_tcn,5,0.5659741248097412,0.00025171743391996695,0.5085997127986415,0.0002832637281352685,p1,0.5666666666666667,0.0,0.49023809523809525,0.0
coordinate_noise,loso_test_p1_val_p2,0.02,pointnet_tcn,5,0.570958904109589,0.0006008803940076555,0.5142500342587406,0.0007466425651472301,p1,0.6066666666666667,0.013333333333333332,0.5202087912087913,0.011817565136894116
coordinate_noise,loso_test_p1_val_p2,0.05,pointnet_tcn,5,0.5979528158295281,0.0008581154835817322,0.5438723790101718,0.0008480373353439269,p1,0.6333333333333333,0.0,0.5430952380952381,0.0
coordinate_noise,loso_test_p1_val_p2,0.08,pointnet_tcn,5,0.6306392694063927,0.0004922667162495226,0.5768992768803042,0.0008855163353188688,p1,0.7333333333333333,0.0,0.6814285714285714,0.0
coordinate_noise,loso_test_p1_val_p2,0.1,pointnet_tcn,5,0.6490334855403347,0.00041446723909256006,0.5928337296517869,0.0005608853348291701,p1,0.7333333333333333,0.0,0.6835164835164835,0.004175824175824206
strong_synthetic_clutter,loso_test_p1_val_p2,0.0,pointnet_tcn,1,0.5642313546423136,0.0,0.5064937832317961,0.0,p1,0.5666666666666667,0.0,0.49023809523809525,0.0
strong_synthetic_clutter,loso_test_p1_val_p2,0.1,pointnet_tcn,5,0.19878234398782343,0.001048185868292306,0.08889681547099851,0.0010769942973296825,p1,0.2,0.0,0.07224080267558528,0.0
strong_synthetic_clutter,loso_test_p1_val_p2,0.2,pointnet_tcn,5,0.14908675799086757,0.00034457325487585207,0.05386279795522856,0.00023196009923110106,p1,0.14666666666666667,0.02666666666666666,0.05102075702075702,0.01646207007119867
strong_synthetic_clutter,loso_test_p1_val_p2,0.4,pointnet_tcn,5,0.11017503805175037,0.0005480508945932655,0.029269182179465225,0.00044016357405464755,p1,0.1,0.0,0.02,0.0
strong_synthetic_clutter,loso_test_p1_val_p2,0.6,pointnet_tcn,5,0.10275494672754945,0.00030307926562769745,0.022808457778803425,0.0002923926838750861,p1,0.1,0.0,0.02,0.0
strong_synthetic_clutter,loso_test_p1_val_p2,0.8,pointnet_tcn,5,0.10086757990867581,0.00017912636675707633,0.0204705788296591,0.00020665125707008435,p1,0.1,0.0,0.01935483870967742,0.0
structured_realistic_clutter,loso_test_p1_val_p2,0.0,pointnet_tcn,1,0.5642313546423136,0.0,0.5064937832317961,0.0,p1,0.5666666666666667,0.0,0.49023809523809525,0.0
structured_realistic_clutter,loso_test_p1_val_p2,0.02,pointnet_tcn,5,0.5073287671232876,0.0034837286671810194,0.45164591596036613,0.004625724210212203,p1,0.5333333333333333,0.0,0.45948717948717943,0.0
structured_realistic_clutter,loso_test_p1_val_p2,0.05,pointnet_tcn,5,0.46043378995433787,0.01877646879142022,0.37947051595536435,0.025714214023216286,p1,0.5199999999999999,0.016329931618554516,0.4331208791208792,0.02272756251134145
structured_realistic_clutter,loso_test_p1_val_p2,0.1,pointnet_tcn,5,0.279337899543379,0.05755754100678231,0.18634031940306,0.04495393047261672,p1,0.2733333333333333,0.07999999999999999,0.17056124267888978,0.06098061205335917
structured_realistic_clutter,loso_test_p1_val_p2,0.15,pointnet_tcn,5,0.24051750380517506,0.05325661538950322,0.15938578354717642,0.041109684144944036,p1,0.2533333333333333,0.0541602560309064,0.16082810326927974,0.04307662511157514
structured_realistic_clutter,loso_test_p1_val_p2,0.2,pointnet_tcn,5,0.20400304414003045,0.055190620798533103,0.12525947614450897,0.046013359278165994,p1,0.18,0.0541602560309064,0.10138986503692385,0.04486805543832494
structured_realistic_clutter,loso_test_p1_val_p2,0.3,pointnet_tcn,5,0.16576103500761036,0.049284214609205894,0.0849085907083364,0.03401945819358122,p1,0.13999999999999999,0.0679869268479038,0.06082317682317682,0.04276077725926809
point_missing,loso_test_p1_val_p2,0.0,robhar_like,1,0.4888888888888889,0.0,0.4170579514378897,0.0,p1,0.5333333333333333,0.0,0.45901098901098897,0.0
point_missing,loso_test_p1_val_p2,0.1,robhar_like,5,0.48129375951293757,0.00032697946817261263,0.409985827822148,0.0003482848314261683,p1,0.5333333333333333,0.0,0.45901098901098897,0.0
point_missing,loso_test_p1_val_p2,0.2,robhar_like,5,0.47296042617960427,0.0004525439496900676,0.40165927838869236,0.00047235415805494757,p1,0.5333333333333333,0.0,0.45901098901098897,0.0
point_missing,loso_test_p1_val_p2,0.3,robhar_like,5,0.463158295281583,0.0004420558822361685,0.3914775230225479,0.0005525993233525898,p1,0.4666666666666667,0.0,0.36857142857142855,0.0
point_missing,loso_test_p1_val_p2,0.4,robhar_like,5,0.45117960426179604,0.0007065750008179762,0.37885481692376044,0.0006356211126293319,p1,0.4333333333333334,5.551115123125783e-17,0.3440692640692641,0.0
point_missing,loso_test_p1_val_p2,0.5,robhar_like,5,0.4359132420091324,0.0007531555566963847,0.36198115936832015,0.000957458527340869,p1,0.4333333333333334,5.551115123125783e-17,0.3440692640692641,0.0
point_missing,loso_test_p1_val_p2,0.6,robhar_like,5,0.41633181126331814,0.0012246280610472252,0.33884709808019636,0.0017284935593519523,p1,0.4066666666666666,0.01333333333333333,0.30095238095238097,0.022857142857142843
point_missing,loso_test_p1_val_p2,0.7,robhar_like,5,0.38796042617960425,0.0010380807630398952,0.3045201273583071,0.0014524270226215234,p1,0.4,0.0,0.2895238095238095,0.0
coordinate_noise,loso_test_p1_val_p2,0.0,robhar_like,1,0.4888888888888889,0.0,0.4170579514378897,0.0,p1,0.5333333333333333,0.0,0.45901098901098897,0.0
coordinate_noise,loso_test_p1_val_p2,0.01,robhar_like,5,0.4902283105022831,0.00036608869013105976,0.41838332935624384,0.0003929739570031601,p1,0.5333333333333333,0.0,0.45901098901098897,0.0
